employee_id,first_name,last_name,gender,state,city,hiredate,department,job_title,education_level,salary,performance_rating,overtime,birthdate,termdate
00-23676961,Susan,Sanders,Male,New York,Rochester,2022-09-18,Customer Service,Support Specialist,High School,60868,Excellent,No,1983-04-09,2023-03-17
00-90585882,Charles,Vaughn,Male,New York,New York City,2023-08-17,Customer Service,Customer Service Representative,Bachelor,63871,Good,No,1986-12-11,2024-02-13
00-15512205,Curtis,Barton,Male,New York,Rochester,2018-11-06,Sales,Sales Specialist,Master,68862,Excellent,No,1997-11-30,2021-09-22
00-59737181,Caroline,Martinez,Male,New York,Buffalo,2016-12-25,Sales,Sales Representative,Bachelor,80074,Good,No,1966-09-29,2017-06-29
00-11698142,Kimberly,Reed,Female,New York,Rochester,2023-06-05,Sales,Sales Representative,Bachelor,65634,Good,No,1989-12-04,2023-12-02
00-68186525,Mitchell,Hunter,Female,New York,Buffalo,2024-05-04,Customer Service,Help Desk Technician,Bachelor,78330,Good,No,1983-04-21,2024-10-31
00-71705170,Melissa,Short,Male,Virginia,Richmond,2022-02-08,Operations,Logistics Coordinator,Bachelor,59889,Good,No,1999-09-09,2022-08-07
00-80027662,Susan,Reid,Male,New York,Buffalo,2024-10-29,Sales,Sales Representative,Bachelor,81781,Excellent,No,1980-09-06,2025-04-27
00-82232344,Jasmine,Graham,Female,Florida,Miami,2023-09-25,Sales,Sales Representative,Bachelor,60036,Good,No,1970-03-18,2024-03-23
00-89520597,Tammy,Nelson,Female,New York,Buffalo,2017-10-22,IT,Software Developer,Master,92491,Needs Improvement,No,1993-08-03,2022-05-26
00-21631697,Amanda,Webb,Male,New York,New York City,2017-06-08,Customer Service,Support Specialist,Bachelor,71406,Good,No,1965-05-25,2021-12-20
00-72372114,Jessica,Adams,Female,New York,Buffalo,2020-11-06,Sales,Sales Representative,Bachelor,64253,Satisfactory,No,1986-04-07,2021-05-05
00-55150390,Mariah,Miller,Male,Illinois,Chicago,2015-11-17,Customer Service,Customer Service Representative,Bachelor,67630,Needs Improvement,No,1975-06-30,2018-01-04
00-75437844,John,Marshall,Male,North Carolina,Raleigh,2017-08-11,Marketing,Content Creator,Bachelor,62427,Good,Yes,1990-10-23,2019-05-30
00-47535126,Nicholas,Johnson,Male,Michigan,Grand Rapids,2023-11-06,Customer Service,Customer Service Representative,Bachelor,69626,Satisfactory,Yes,1989-07-05,2024-05-04
00-84597009,Hunter,Lewis,Male,New York,Buffalo,2015-10-18,Customer Service,Customer Service Representative,Bachelor,75579,Good,No,1959-10-10,2021-11-14
00-42394260,Matthew,Beard,Female,New York,Rochester,2022-09-13,Customer Service,Customer Service Representative,High School,59083,Excellent,No,1990-03-10,2023-03-12
00-42255732,Joshua,Smith,Male,New York,Rochester,2022-12-12,Marketing,Marketing Coordinator,Bachelor,77196,Excellent,No,1992-09-04,2023-09-03
00-75876924,Christopher,Cortez,Male,New York,Rochester,2019-06-27,Operations,Inventory Specialist,High School,54878,Good,No,1995-05-11,2023-04-05
00-49491631,Katherine,Vaughn,Female,New York,Rochester,2017-08-24,Operations,Logistics Coordinator,Bachelor,56621,Excellent,No,1986-08-20,2022-09-21
00-51098277,Travis,Mcguire,Male,Virginia,Richmond,2022-02-03,Sales,Sales Representative,Bachelor,75373,Good,Yes,1995-06-23,2022-08-02
00-84285882,Jeffrey,Holt,Female,New York,New York City,2020-04-21,Operations,Logistics Coordinator,Bachelor,55589,Satisfactory,No,1970-11-28,2021-11-11
00-83871890,Bonnie,Kennedy,Female,Michigan,Detroit,2018-07-13,Finance,Accounts Payable Specialist,Bachelor,63597,Needs Improvement,Yes,1998-02-22,2019-01-09
00-46361787,Ronald,Reese,Male,New York,Buffalo,2018-05-01,Customer Service,Help Desk Technician,Bachelor,61211,Good,No,1997-06-03,2024-04-06
00-35848226,Jacqueline,Nelson,Female,New York,Rochester,2018-04-02,Sales,Sales Specialist,PhD,99833,Good,No,1961-12-08,2021-03-02
00-34850391,David,Lee,Female,New York,Buffalo,2017-02-13,Finance,Accountant,Bachelor,85234,Excellent,No,1986-11-10,2019-08-20
00-47111151,Amanda,Gill,Female,New York,New York City,2022-03-09,Operations,Operations Analyst,Master,83771,Good,No,2002-04-06,2022-09-05
00-47983442,Javier,Washington,Male,New York,New York City,2024-09-21,Sales,Sales Specialist,Bachelor,75147,Good,No,1991-11-13,2025-03-20
00-40532273,Tiffany,Warren,Female,New York,Rochester,2018-04-14,Operations,Logistics Coordinator,Bachelor,62455,Good,No,1961-06-27,2018-10-11
00-81690398,Craig,Lee,Male,Virginia,Norfolk,2016-03-24,Operations,Logistics Coordinator,Bachelor,67835,Good,No,1976-10-07,2019-12-06
00-84270583,Harry,Smith,Female,Pennsylvania,Allentown,2017-07-14,Sales,Sales Consultant,Master,86179,Good,No,1995-02-24,2023-07-19
00-75884623,Joshua,Mccann,Female,Illinois,Naperville,2016-07-20,Customer Service,Help Desk Technician,High School,57120,Good,No,1991-03-02,2017-05-12
00-48163378,Heidi,Martinez,Male,New York,New York City,2019-11-13,IT,IT Support Specialist,High School,65456,Satisfactory,Yes,1980-01-13,2020-05-11
00-34744872,Travis,Salas,Male,Ohio,Cleveland,2024-07-28,Customer Service,Customer Service Representative,High School,58743,Good,No,2001-05-13,2025-01-24
00-74119726,Taylor,Alexander,Female,New York,Buffalo,2016-03-08,Sales,Sales Representative,Bachelor,72655,Satisfactory,No,1999-03-28,2018-08-08
00-76001106,Brett,Everett,Female,New York,Rochester,2016-06-23,Customer Service,Help Desk Technician,Bachelor,62325,Needs Improvement,No,2003-12-01,2023-09-10
00-17195288,Lynn,Morales,Female,New York,New York City,2017-01-27,Customer Service,Help Desk Technician,Bachelor,77749,Excellent,Yes,1982-10-12,2017-07-26
00-21432787,Crystal,Brown,Male,New York,Rochester,2024-02-24,Operations,Inventory Specialist,Bachelor,58604,Good,No,1993-10-18,2024-08-22
00-65857931,Anna,Torres,Female,New York,Rochester,2021-12-28,Customer Service,Support Specialist,Bachelor,62368,Good,No,1960-10-30,2022-06-26
00-80138498,David,Duran,Male,Florida,Orlando,2018-08-09,Customer Service,Help Desk Technician,High School,69182,Satisfactory,Yes,1987-02-18,2024-09-14
00-88990506,Krystal,Perez,Female,New York,Rochester,2024-07-09,Operations,Logistics Coordinator,Bachelor,59005,Satisfactory,No,1973-01-02,2025-01-05
00-93352876,Shannon,Ramos,Male,New York,Rochester,2016-11-09,Marketing,Marketing Coordinator,Bachelor,74738,Satisfactory,Yes,1988-03-05,2021-05-14
00-37888820,Veronica,Torres,Male,New York,Rochester,2021-08-15,Marketing,Marketing Manager,Master,92887,Excellent,Yes,1987-05-25,2022-02-11
00-20896797,Chelsea,Singh,Male,New York,New York City,2017-12-11,Customer Service,Customer Service Representative,Bachelor,69540,Needs Improvement,No,1999-01-08,2018-06-09
00-20075036,Jared,Clark,Female,New York,New York City,2017-08-29,Sales,Sales Representative,Bachelor,64289,Satisfactory,No,1989-08-24,2020-10-09
00-89699989,Eric,Thompson,Male,New York,Buffalo,2019-01-28,Operations,Logistics Coordinator,Bachelor,63324,Good,No,1990-04-21,2021-10-15
00-48668783,Aaron,Hayes,Female,New York,Rochester,2022-08-05,Operations,Inventory Specialist,Bachelor,57269,Satisfactory,Yes,1994-04-20,2023-12-04
00-70939053,Kelly,Hall,Male,Illinois,Chicago,2016-09-15,Customer Service,Customer Service Representative,High School,62539,Satisfactory,No,1985-05-07,2021-10-21
00-93893865,Jacqueline,Gibson,Female,New York,Buffalo,2020-09-07,Sales,Sales Representative,Bachelor,64184,Needs Improvement,No,1971-11-09,2022-06-11
00-25405014,Sandra,French,Female,New York,Rochester,2020-08-16,Marketing,SEO Specialist,High School,74876,Needs Improvement,No,1994-11-06,2023-10-28
00-45652586,Donna,Peck,Female,New York,New York City,2023-06-04,Sales,Sales Representative,Bachelor,68772,Excellent,No,1995-02-25,2024-04-20
00-32269779,Amy,Holland,Male,New York,New York City,2023-11-27,Operations,Operations Analyst,Bachelor,72446,Good,Yes,1997-01-19,2024-05-25
00-86397676,Margaret,Jones,Female,North Carolina,Raleigh,2024-03-01,Operations,Logistics Coordinator,Bachelor,52743,Excellent,No,1975-04-17,2024-08-28
00-72907576,Kyle,Curry,Male,North Carolina,Charlotte,2022-07-27,Sales,Sales Representative,Bachelor,67752,Good,No,1989-02-05,2023-01-23
00-46540265,Keith,Martinez,Female,New York,New York City,2020-09-08,Sales,Sales Representative,Bachelor,65226,Satisfactory,Yes,1995-11-29,2023-11-17
00-20796722,Holly,Bender,Male,New York,New York City,2020-07-01,IT,System Administrator,Master,99010,Good,No,1977-02-08,2021-01-18
00-53261270,Troy,Miller,Male,New York,Buffalo,2021-01-15,Customer Service,Support Specialist,Bachelor,65019,Good,No,1988-12-19,2021-07-14
00-40725714,Ryan,Morris,Male,New York,Buffalo,2024-04-01,Sales,Sales Consultant,Master,93044,Excellent,No,1989-08-16,2024-09-28
00-12784407,Christopher,Hayden,Male,Michigan,Grand Rapids,2024-11-01,Operations,Logistics Coordinator,Bachelor,64450,Good,No,1967-01-31,2025-04-30
00-46173157,Barbara,Sampson,Male,New York,Buffalo,2020-12-30,Operations,Inventory Specialist,Bachelor,63734,Good,No,1997-01-22,2022-08-12
00-79654147,Emily,Adams,Male,New York,Buffalo,2022-01-15,Operations,Inventory Specialist,Bachelor,68600,Good,Yes,1992-05-23,2022-07-14
00-88561612,Katelyn,Ruiz,Female,New York,Rochester,2019-08-26,Operations,Logistics Coordinator,Bachelor,54061,Excellent,No,1995-01-11,2020-02-22
00-73083727,Sabrina,White,Male,New York,New York City,2018-08-02,Operations,Logistics Coordinator,Bachelor,63547,Satisfactory,No,2003-12-16,2019-01-29
00-99943797,Cynthia,Vasquez,Male,New York,Buffalo,2016-02-03,Sales,Sales Specialist,Master,58734,Good,No,1973-07-03,2021-03-21
00-65250068,Michael,Cook,Female,Pennsylvania,Philadelphia,2022-09-01,Operations,Logistics Coordinator,Bachelor,62089,Good,Yes,1979-07-20,2023-02-28
00-63747791,Mia,Rivera,Male,Michigan,Detroit,2023-09-10,Customer Service,Support Specialist,Bachelor,71307,Excellent,Yes,1982-05-13,2024-03-08
00-71045700,Keith,Landry,Female,New York,New York City,2016-10-23,Operations,Inventory Specialist,High School,60783,Excellent,No,1990-09-07,2018-11-16
00-25558733,Andrea,Gibson,Female,Pennsylvania,Philadelphia,2024-04-24,Customer Service,Help Desk Technician,High School,72769,Good,No,2000-12-02,2024-10-21
00-79067939,Marcus,Cordova,Male,New York,New York City,2023-05-28,Operations,Logistics Coordinator,Bachelor,71969,Good,No,1992-02-23,2024-03-04
00-82825679,Xavier,Travis,Male,Florida,Miami,2019-08-28,Operations,Operations Analyst,Master,65869,Good,Yes,1989-01-20,2020-02-24
00-79583757,Amy,Gutierrez,Female,New York,Buffalo,2018-03-10,IT,IT Support Specialist,Bachelor,60092,Good,No,1993-10-23,2020-03-22
00-69329732,Michael,Avila,Male,New York,Buffalo,2022-08-16,Operations,Logistics Coordinator,Bachelor,65553,Good,No,1978-01-04,2023-02-12
00-83715012,Kathleen,Harris,Female,New York,New York City,2017-07-19,Sales,Sales Representative,Bachelor,59317,Satisfactory,Yes,1996-07-13,2020-11-28
00-75056916,Sara,Kim,Female,New York,New York City,2016-09-11,Customer Service,Customer Service Manager,Master,74150,Satisfactory,No,1960-10-10,2022-01-20
00-42117961,David,Dudley,Male,Michigan,Detroit,2022-08-10,IT,Software Developer,Master,96703,Satisfactory,No,1992-09-06,2023-02-06
00-11835355,John,Moore,Male,Michigan,Grand Rapids,2020-07-20,IT,Software Developer,Master,86262,Good,No,2003-06-16,2021-11-07
00-25228493,Andrea,Davis,Male,Michigan,Grand Rapids,2019-12-28,Customer Service,Customer Service Representative,Bachelor,60337,Excellent,No,1990-02-19,2020-06-25
00-30665654,Robin,Murray,Female,New York,Rochester,2020-02-12,Sales,Sales Consultant,Master,87647,Good,No,1985-08-07,2020-08-10
00-78299645,Marilyn,Jimenez,Female,New York,Buffalo,2022-09-18,IT,System Administrator,Bachelor,79809,Needs Improvement,No,1981-06-22,2023-03-17
00-74759996,William,Hill,Male,New York,Buffalo,2024-10-31,Finance,Accounts Payable Specialist,Bachelor,68546,Good,No,1975-10-08,2025-04-29
00-83989546,Tina,Sanchez,Male,Ohio,Columbus,2017-07-20,Sales,Sales Consultant,Bachelor,80794,Satisfactory,No,1978-09-18,2021-07-15
00-78214937,Patrick,Weeks,Male,New York,New York City,2022-07-04,Customer Service,Support Specialist,High School,60106,Good,No,1989-09-27,2022-12-31
00-19369750,Natasha,Shields,Female,New York,Rochester,2017-04-11,Finance,Accountant,Bachelor,76016,Good,No,1994-06-04,2019-04-23
00-78147397,Kristy,Perry,Female,Illinois,Chicago,2017-12-07,Customer Service,Support Specialist,High School,61430,Needs Improvement,No,1989-11-16,2018-06-05
00-50071487,William,Hoover,Male,New York,Rochester,2023-04-13,Operations,Inventory Specialist,Bachelor,66338,Good,Yes,1993-02-10,2023-10-10
00-75718414,Kenneth,Matthews,Female,Illinois,Aurora,2023-12-30,Customer Service,Support Specialist,High School,61811,Good,Yes,1996-06-26,2024-06-27
00-75007200,Tracy,Hernandez,Female,New York,Rochester,2018-07-16,Marketing,Marketing Coordinator,Bachelor,61289,Good,No,1984-12-29,2021-05-06
00-82937948,Michael,Arnold,Male,New York,New York City,2018-07-17,IT,Software Developer,Bachelor,92902,Good,No,1966-11-04,2020-07-02
00-35320492,Stanley,Morris,Female,New York,Rochester,2024-03-09,Sales,Sales Specialist,Bachelor,77996,Good,No,1998-10-05,2024-09-05
00-61401477,Heidi,Armstrong,Female,New York,Rochester,2017-03-27,Marketing,Content Creator,Bachelor,62677,Satisfactory,No,1974-09-02,2018-06-30
00-52704903,Kimberly,Williams,Male,New York,Rochester,2022-09-29,Customer Service,Customer Service Representative,High School,63499,Good,No,1982-11-12,2023-03-28
00-61167978,Janet,Shepherd,Male,New York,Buffalo,2018-05-21,Operations,Inventory Specialist,High School,57511,Satisfactory,Yes,2002-06-30,2024-01-02
00-97512508,Elizabeth,Hoover,Female,Illinois,Naperville,2024-12-23,Finance,Accountant,Bachelor,67471,Good,No,1973-04-17,2025-06-21
00-26944487,Tyler,Johnson,Male,New York,Buffalo,2020-07-02,Sales,Sales Consultant,Bachelor,80020,Excellent,No,1974-06-16,2020-12-29
00-23470708,Brittany,Kane,Male,North Carolina,Greensboro,2023-11-15,Marketing,Content Creator,High School,63299,Satisfactory,No,1960-10-09,2024-05-13
00-80591959,Scott,Fox,Male,New York,New York City,2024-06-15,Operations,Operations Analyst,Master,71229,Satisfactory,Yes,1982-12-13,2024-12-12
00-29348212,Jennifer,Ortiz,Female,North Carolina,Greensboro,2019-08-27,Operations,Operations Analyst,Bachelor,82208,Excellent,No,1972-01-07,2020-02-23
00-20043277,Eric,Harrison,Female,New York,New York City,2019-12-19,Operations,Inventory Specialist,Bachelor,60145,Excellent,No,1974-01-05,2020-06-16
00-93652460,Matthew,Schwartz,Male,New York,Buffalo,2022-08-25,Operations,Logistics Coordinator,Bachelor,65388,Excellent,No,1992-04-11,2024-03-01
00-54099326,Melissa,Phelps,Male,North Carolina,Charlotte,2023-11-09,Customer Service,Support Specialist,Bachelor,67300,Good,Yes,1984-01-19,2024-05-07
00-52501540,Norman,Stewart,Male,New York,Rochester,2021-09-19,Finance,Accounts Payable Specialist,Bachelor,63528,Good,No,1969-07-24,2022-03-18
00-82613940,Katherine,Brennan,Male,New York,Rochester,2015-01-14,Customer Service,Customer Service Representative,High School,58405,Excellent,No,2000-07-28,2017-01-31
00-94712997,Casey,Welch,Male,New York,Rochester,2022-12-02,Operations,Operations Manager,Bachelor,97175,Good,No,1978-12-15,2023-05-31
00-22130508,Wendy,Francis,Female,Michigan,Warren,2019-06-07,Operations,Logistics Coordinator,Bachelor,53864,Satisfactory,Yes,1983-12-19,2019-12-04
00-95060193,Corey,Schultz,Male,Pennsylvania,Philadelphia,2022-11-14,IT,Software Developer,Bachelor,105385,Good,No,1998-07-21,2023-05-13
00-32329103,Scott,Benson,Male,New York,New York City,2022-11-25,Operations,Logistics Coordinator,Bachelor,70577,Satisfactory,No,1995-04-26,2024-04-16
00-53536830,Brandon,Flynn,Male,New York,New York City,2023-04-17,Operations,Inventory Specialist,Bachelor,66672,Needs Improvement,Yes,1989-12-15,2023-10-14
00-60310319,Nicholas,Thomas,Female,Michigan,Warren,2019-07-13,Operations,Operations Analyst,Master,89541,Good,No,1988-07-23,2020-01-14
00-65304649,Ashlee,Sparks,Female,New York,Buffalo,2020-03-03,Customer Service,Support Specialist,High School,58452,Good,Yes,1975-07-09,2020-08-30
00-33497411,Christian,Pitts,Female,New York,Rochester,2016-08-14,Customer Service,Help Desk Technician,Bachelor,69229,Good,No,1993-12-06,2024-03-15
00-42323627,John,Durham,Female,New York,New York City,2020-02-22,Sales,Sales Representative,Bachelor,70394,Good,Yes,1976-04-09,2024-11-17
00-41163805,Steven,King,Female,Illinois,Chicago,2019-04-03,IT,System Administrator,Master,77583,Good,No,1982-09-19,2019-09-30
00-44269370,Albert,Ballard,Male,New York,Rochester,2022-11-25,Customer Service,Help Desk Technician,High School,82310,Needs Improvement,Yes,1985-07-19,2023-05-24
00-83363160,Erica,Moore,Male,New York,Rochester,2017-06-10,Operations,Logistics Coordinator,Bachelor,69451,Good,No,1994-05-29,2019-04-21
00-88862539,Michael,Matthews,Female,New York,Rochester,2017-08-21,IT,Software Developer,Master,109443,Satisfactory,Yes,1967-09-03,2021-02-17
00-43567615,Roger,Wright,Female,Pennsylvania,Allentown,2019-11-04,Operations,Inventory Specialist,High School,56603,Excellent,No,1985-07-09,2020-05-02
00-61632653,James,Cruz,Male,New York,Buffalo,2023-06-25,IT,System Administrator,Master,75430,Satisfactory,No,1975-05-05,2023-12-22
00-61185849,John,Armstrong,Male,New York,Rochester,2020-07-28,Finance,Accountant,Bachelor,99485,Good,No,1961-03-14,2021-01-24
00-49625201,Victoria,Phillips,Male,New York,New York City,2015-12-22,IT,Software Developer,Bachelor,82287,Good,No,1995-09-06,2020-01-12
00-46840133,Dominique,Hill,Male,Michigan,Detroit,2015-07-25,IT,IT Support Specialist,Bachelor,67903,Satisfactory,No,1986-02-19,2024-05-29
00-16582607,Gina,Garner,Female,New York,New York City,2024-01-18,IT,System Administrator,Master,87150,Good,No,1980-06-25,2024-07-16
00-48412328,Catherine,Crawford,Male,New York,Rochester,2023-11-26,Finance,Accountant,Bachelor,65947,Good,No,1975-05-31,2024-05-24
00-57287718,Justin,Lindsey,Male,Michigan,Detroit,2017-08-09,Finance,Accountant,Bachelor,84493,Good,No,1968-01-22,2022-02-10
00-43638559,Michael,Fields,Male,New York,Buffalo,2022-08-15,Operations,Operations Analyst,Bachelor,79949,Satisfactory,No,1977-06-02,2023-02-11
00-98473848,Erica,Le,Female,New York,Buffalo,2022-08-28,Customer Service,Support Specialist,High School,61889,Satisfactory,No,2003-02-03,2023-02-24
00-23041121,Mary,Fuller,Female,Illinois,Aurora,2023-11-25,Marketing,Content Creator,Bachelor,58820,Good,Yes,1987-01-13,2024-05-23
00-51464269,Debbie,Parker,Female,Michigan,Grand Rapids,2023-06-10,Customer Service,Help Desk Technician,Bachelor,72735,Good,Yes,1984-05-06,2023-12-07
00-58970845,Bethany,Oconnor,Female,New York,Buffalo,2022-02-02,Sales,Sales Representative,Bachelor,72513,Excellent,No,1983-04-26,2022-08-01
00-53851498,Kenneth,Burgess,Female,New York,New York City,2022-03-05,IT,IT Support Specialist,High School,60722,Good,No,2003-09-08,2022-09-01
00-27738187,David,Ryan,Male,New York,Buffalo,2023-12-20,HR,HR Coordinator,Bachelor,63809,Good,Yes,1992-10-25,2024-06-17
00-77349752,Alyssa,Mcintyre,Female,New York,Rochester,2024-10-30,Customer Service,Support Specialist,High School,57628,Good,No,1985-05-06,2025-04-28
00-74672520,Jonathan,Summers,Male,Illinois,Chicago,2024-06-24,Sales,Sales Representative,Bachelor,84013,Good,No,1970-02-25,2024-12-21
00-55461591,Lindsay,Francis,Male,New York,New York City,2023-05-04,Marketing,Marketing Coordinator,Bachelor,71516,Good,Yes,1988-10-02,2023-10-31
00-28892086,Darius,Mccarty,Female,Pennsylvania,Pittsburgh,2022-02-21,Operations,Inventory Specialist,Bachelor,57029,Excellent,No,1980-07-26,2024-06-03
